mdt_id,vehicle_id,power_status,battery_capacity,charging_status,memory_available,storage_available,list_of_app,rpt_time
861075023919863,SHF1004G,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::15437",05/01/2021 16:49:11
861075023919871,"SHB526U ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:19:18
861075023919889,"SHB206T ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1032.210225_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdmv2:1.0.16cfg,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",03/03/2021 16:18:44
861075023919897,SHB5622S,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",01/03/2021 22:22:50
861075023919913,"SHF478D ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:14:57
861075023919939,SHB5683R,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:09:22
861075023919947,"SHB752H ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:18:18
861075023919962,"SHB803U ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::15437",25/01/2021 16:19:02
861075023919988,SHB1321L,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.install:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::41027",04/03/2021 15:20:20
861075023920036,SHB5223K,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",25/02/2021 12:37:19
861075023920051,SHB1868B,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1027.201209_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC",17/12/2020 17:04:08
861075023920101,SHB1019K,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1032.210225_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdmv2:1.0.16cfg,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:20:10
861075023920135,"SHF84G  ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",16/01/2021 13:44:21
861075023920168,"SHB621C ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",16/01/2021 10:24:38
861075023920176,SHB5681X,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:24:33
861075023920184,SHB1688D,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:17:43
861075023920218,SHD6087U,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:15:09
861075023920234,SHB5633K,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:12:17
861075023920242,SHD6499P,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:15:30
861075023920259,"SHB373T ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.install:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:16:34
861075023920267,SHB1061L,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:10:57
861075023920275,SHD6055L,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:22:28
861075023920283,SHB1703T,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",18/11/2020 10:01:42
861075023920291,SHB5189B,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.install:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",04/03/2021 18:22:10
861075023920317,SHC4480K,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::52779",18/02/2021 19:04:03
861075023920325,SHC4480K,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0",22/11/2020 18:03:00
861075023920341,SHD6186S,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:18:28
861075023920366,"SHF108Y ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:22:31
861075023920408,SHB1164Z,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:23:17
861075023920424,SHB5506U,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",02/02/2021 10:46:38
861075023920473,SHD6225M,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",20/01/2021 16:24:39
861075023920481,"SHF276U ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.8,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",02/03/2021 19:01:03
861075023920515,"SHF433H ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.install:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::41027",21/12/2020 14:48:11
861075023920523,"SHB635M ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:16:54
861075023920580,SHC4690X,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",14/01/2021 10:49:27
861075023920606,"SHB451B ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.install:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",04/03/2021 11:04:40
861075023920614,"SHB925B ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.install:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:16:47
861075023920630,SHC4533S,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.install:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",12/01/2021 16:17:08
861075023920648,SHB1171C,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdmv2:1.0.15,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::52771",05/03/2021 17:09:27
861075023920689,"SHB531D ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:17:17
861075023920697,"SHB382S ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1021.201111_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::15437",21/01/2021 11:28:12
861075023920747,SHC4798U,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",19/02/2021 09:33:50
861075023920762,SHB5259H,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:21:09
861075023920770,SHC4127G,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0,com.ucast.blackbox.fileupload:1.0.1001.201028_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:3.0,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:17:29
861075023920796,SHD6311Y,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:13:58
861075023920804,"SHF379G ",Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::24635",05/03/2021 17:22:19
861075023920820,SHC4480K,Connected,,Charging,1000,0,"com.ucast.blackbox:1.0.1028.201216_RC,com.grab.blackboxtest:1.0.1001.201120_RC,com.ucast.blackbox.fileupload:1.0.1006.201123_RC,com.ste.itsd.fms.agilmdm:1.0.11,com.grab.tex:20.42.0-522d2fe,com.ucast.blackboxlog:1.0.1002.201210_RC,meter.firmware::610,tariff.firmware::52779",18/02/2021 18:47:19
